col_0,col_1,col_2
0.04,89.72,23.405
0.04,90.13,23.391
0.04,90.13,23.383
0.08,90.31,23.386
-0.01,90.46,23.364
0.02,89.32,23.348
-0.01,88.94,23.328
0.07,89.09,23.334
-0.01,89.32,23.34
-0.01,89.21,23.328
-0.01,89.34,23.335
0.01,89.72,23.336
0.03,89.8,23.321
0.03,89.91499999999999,23.315
0.03,90.03,23.309
0.02,90.26,23.299
0.04,90.31,23.29
0.02,90.26,23.28
0.03,90.1,23.274
0.05,90.1,23.271
0.02,90.13,23.267
-0.01,89.85,23.267
0.0,89.85,23.266
-0.04,89.72,23.258
0.01,89.75,23.259
0.01,89.85,23.256
-0.02,90.13,23.247
0.04,90.51,23.236
-0.02,90.54,23.228
-0.01,90.79,23.228
0.0,90.76,23.225
0.01,90.59,23.224
-0.01,90.13,23.22
-0.04,89.75,23.208
-0.04,89.75,23.209
0.01,89.77,23.213
-0.01,89.88,23.21
-0.01,89.88,23.213
-0.01,90.05,23.217
-0.01,90.18,23.212
-0.01,90.51,23.201
0.0,90.89,23.193
0.0,90.99,23.193
-0.01,91.2,23.194
0.01,91.37,23.197
0.01,91.73,23.198
0.01,91.6,23.196
0.01,91.4,23.201
0.0,91.42,23.201
0.01,91.4,23.2
0.0,91.35,23.204
-0.01,91.5,23.208
0.01,91.73,23.206
0.02,91.32,23.206
0.01,90.87,23.203
0.01,91.12,23.199
-0.01,91.37,23.199
0.04,91.76,23.198
0.02,91.32,23.202
-0.02,91.3,23.203
0.06,91.32,23.203
-0.01,91.45,23.198
0.04,92.67,23.193
-0.03,93.0,23.193
-0.07,92.97,23.194
-0.03,93.41,23.189
0.0,93.28,23.189
0.01,93.36,23.193
0.04,93.51,23.193
0.05,93.71,23.192
0.1,93.41,23.191
0.0,93.53,23.191
0.03,93.41,23.185
-0.01,93.13,23.178
0.004999999999999999,93.065,23.181
0.02,93.0,23.184
-0.01,92.29,23.181
-0.03,92.36,23.18
0.0,91.78,23.181
0.01,91.37,23.185
0.01,90.97,23.189
-0.04,90.71,23.193
-0.07,90.51,23.201
-0.06,90.61,23.206
-0.02,90.26,23.21
-0.03,90.46,23.216
0.01,90.41,23.221
-0.05,90.23,23.227
-0.11,90.41,23.235
-0.04,90.31,23.243
-0.07,90.18,23.268
-0.08,90.41,23.285
0.03,90.56,23.305
0.0,90.56,23.317
-0.01,90.71,23.324
0.04,90.66,23.334
0.02,90.82,23.34
0.0,90.94,23.35
-0.03,90.82,23.363
-0.02,90.74,23.376
0.0,90.97,23.398
0.07,90.94,23.407
0.05,91.17,23.403
-0.03,91.02000000000001,23.418
-0.11,90.87,23.433
-0.11,90.97,23.446
-0.01,91.32,23.432
-0.03,91.2,23.459
-0.07,90.97,23.469
-0.05,91.35,23.477
-0.07,91.2,23.499
-0.05,91.4,23.53
-0.05,91.35,23.54
-0.02,91.22,23.546
-0.01,91.2,23.549
0.01,91.02,23.549
-0.05,91.15,23.547
0.01,90.94,23.553
-0.06,90.94,23.561
-0.14,90.89,23.554
-0.02,90.89,23.548
0.01,90.92,23.561
-0.01,90.99,23.548
-0.02,90.94,23.532
-0.02,90.97,23.527
-0.02,91.15,23.532
-0.02,90.99,23.536
-0.02,90.94,23.525
-0.09,90.71,23.518
-0.055,90.735,23.508000000000003
-0.02,90.76,23.498
-0.04,90.59,23.496
-0.02,90.69,23.506
0.02,90.61,23.535
0.1,90.54,23.552
0.12,90.94,23.537
0.0,90.97,23.521
0.0,91.37,23.512
0.07,91.45,23.49
0.13,91.37,23.484
0.10500000000000001,91.7,23.488500000000002
0.08,92.03,23.493
0.08,91.88,23.478
0.07,92.19,23.453
0.02,92.26,23.419
-0.06,92.26,23.425
-0.14,92.24,23.429
-0.12,92.16,23.416
-0.04,92.16,23.415
-0.01,92.16,23.415
0.01,92.16,23.409
0.01,92.57,23.392
-0.01,92.57,23.372
-0.02,92.49,23.351
0.01,92.42,23.329
0.02,92.95,23.308
-0.02,92.72,23.292
0.0,92.92,23.282
-0.01,92.64,23.275
-0.01,92.75,23.274
0.0,92.95,23.282
-0.01,93.03,23.282
0.0,93.13,23.285
0.03,93.43,23.288
0.0,93.36,23.293
0.01,93.36,23.293
0.0,93.435,23.2845
-0.01,93.51,23.276
0.0,93.61,23.27
0.02,93.79,23.265
0.03,93.81,23.264
0.01,93.48,23.269
0.02,93.79,23.269
0.0,93.81,23.271
-0.03,93.79,23.27
-0.02,93.81,23.269
-0.02,93.80000000000001,23.261499999999998
-0.02,93.79,23.254
-0.02,93.81,23.242
-0.02,93.94,23.231
-0.02,93.84,23.224
-0.01,93.86,23.217
0.01,93.81,23.206
-0.01,93.71,23.197
-0.04,93.56,23.19
-0.03,93.58,23.187
-0.02,93.79,23.193
-0.19,93.41,23.192
-0.08,93.38,23.206
-0.02,93.43,23.221
-0.015,93.39500000000001,23.2235
-0.01,93.36,23.226
0.01,93.46,23.231
0.02,93.51,23.227
0.01,93.36,23.227
0.04,93.38,23.234
0.04,93.74,23.243
0.01,93.81,23.243
0.01,93.79,23.236
0.03,93.79,23.234
0.02,93.76,23.231
0.0,93.81,23.218
0.01,93.81,23.212
0.02,93.84,23.209
0.01,93.79,23.211
0.0,93.79,23.202
-0.05,93.84,23.186
-0.07,94.04,23.18
-0.05500000000000001,93.915,23.177999999999997
-0.04,93.79,23.176
-0.02,93.76,23.171
-0.03,93.57,23.164
-0.04,93.38,23.157
0.02,93.0,23.146
0.04,92.62,23.14
0.04,92.57,23.135
0.01,92.34,23.136
0.02,91.88,23.143
0.01,91.78,23.143
-0.03,92.75,23.143
-0.08,92.87,23.149
-0.08,92.92,23.156
0.0,92.21,23.169
0.01,92.06,23.181
-0.03,91.96,23.182
-0.03,91.81,23.188
-0.01,91.76,23.195
-0.02,92.16,23.211
-0.07,91.78,23.219
-0.07,91.7,23.225
0.0,91.76,23.233
-0.02,91.55,23.235
-0.01,91.96,23.25
0.0,91.98,23.258
0.04,92.19,23.264
-0.01,92.54,23.272
-0.01,92.57,23.291
-0.06,92.62,23.315
-0.08,92.795,23.3395
-0.1,92.97,23.364
-0.11,93.03,23.382
-0.05,93.03,23.416
-0.02,92.97,23.425
-0.04,93.03,23.428
0.01,93.38,23.44
0.09,93.38,23.464
-0.05,93.38,23.483
-0.05,93.41,23.51
-0.01,93.41,23.534
-0.06,93.41,23.544
0.01,93.41,23.551
0.02,93.18,23.557
0.1,93.13,23.558
0.05,93.23,23.559
0.06,92.97,23.578
-0.01,93.15,23.581
-0.03,93.28,23.569
-0.07,93.1,23.562
-0.01,93.08,23.567
-0.07,92.97,23.569
-0.08,92.59,23.568
-0.11,92.54,23.574
-0.02,92.59,23.58
-0.05,92.26,23.583
-0.0050000000000000044,92.21000000000001,23.581
0.04,92.16,23.579
0.08,92.14,23.576
0.17,92.11,23.554
0.17,91.73,23.541
0.11,91.91,23.544
0.04,91.76,23.557
0.02,91.91,23.57
-0.08,92.14,23.581
-0.05,92.06,23.577
0.01,91.78,23.574
-0.02,91.78,23.575
0.05,92.06,23.543
0.05,92.09,23.521
-0.01,92.16,23.501
-0.04,92.39,23.49
-0.05,92.67,23.49
-0.09,92.8,23.499
-0.07,92.875,23.497999999999998
-0.05,92.95,23.497
0.03,92.97,23.479
0.01,93.41,23.458
-0.01,93.41,23.432
0.1,93.74,23.398
0.065,93.75,23.384
0.03,93.76,23.37
0.03,93.84,23.362
0.01,93.41,23.339
0.02,93.81,23.327
0.02,93.97,23.322
0.02,94.22,23.311
0.005000000000000001,94.22,23.32
-0.01,94.22,23.329
-0.04,94.17,23.321
-0.01,94.17,23.311
0.0,94.19,23.3
-0.05,94.24,23.296
0.01,94.22,23.292
-0.02,94.6,23.285
-0.01,94.58,23.279
-0.04,94.68,23.273
-0.02,94.98,23.28
0.01,94.88,23.279
0.01,94.58,23.276
-0.02,94.65,23.273
0.04,94.91,23.269
-0.02,95.06,23.263
-0.31,95.06,23.267
-0.18,95.46,23.26
-0.01,95.44,23.257
-0.01,95.46,23.261
0.02,95.46,23.265
-0.02,95.39,23.261
-0.01,95.54,23.255
-0.05,95.79,23.251
0.01,95.87,23.256
0.1,95.79,23.256
-0.07,95.87,23.255
-0.05,95.95,23.243
-0.06,96.18,23.242
-0.03,96.28,23.247
-0.08,96.28,23.246
-0.07,96.23,23.244
0.02,96.2,23.245
-0.11,96.23,23.239
-0.16,96.18,23.228
-0.05,96.28,23.216
-0.02,95.97,23.206
-0.05,95.85,23.205
-0.04,95.87,23.198
-0.05,95.87,23.192
-0.01,95.9,23.185
0.01,95.79,23.18
-0.01,95.82,23.178
0.01,95.79,23.18
0.08,95.79,23.174
-0.01,95.82,23.175
0.02,95.87,23.176
-0.03,95.87,23.174
-0.05,96.02,23.171
-0.02,96.18,23.166
-0.01,96.25,23.16
-0.03,96.3,23.158
0.02,96.23,23.157
0.02,96.23,23.155
-0.005000000000000001,96.255,23.1545
-0.03,96.28,23.154
-0.03,96.2,23.151
-0.01,96.28,23.145
-0.01,96.23,23.145
0.0,96.23,23.147
0.01,96.23,23.149
0.02,96.02,23.153
0.04,95.79,23.154
0.04,96.15,23.157
-0.01,96.2,23.155
-0.2,95.85,23.151
-0.03,95.44,23.147
0.03,95.82,23.148
-0.01,95.08,23.146
0.02,94.8,23.149
0.02,94.68,23.149
0.01,94.42,23.149
0.01,94.27,23.153
-0.02,93.84,23.193
-0.06,93.79,23.208
-0.01,93.79,23.225
-0.01,93.76,23.238
-0.07,93.79,23.264
-0.04,93.84,23.273
-0.07,93.81,23.296
-0.09,93.94,23.312
-0.045,93.86500000000001,23.323
0.0,93.79,23.334
0.07,93.84,23.348
0.01,93.89,23.38
0.01,93.76,23.396
-0.01,94.24,23.395
0.0,93.99,23.398
-0.02,94.09,23.401
-0.05,94.22,23.411
0.05,94.22,23.429
-0.02,94.24,23.456
-0.06,94.24,23.48
-0.03,94.17,23.522
-0.03,94.24,23.551
-0.03,94.19,23.584
0.07,94.22,23.617
0.09,94.22,23.618
0.01,94.19,23.618
0.08,94.22,23.638
-0.01,94.22,23.698
-0.01,94.14,23.723
-0.04,94.02,23.752
-0.06,93.84,23.776
0.1,94.04,23.796
0.1,93.81,23.802
-0.03,93.81,23.776
0.03,93.80000000000001,23.771
0.09,93.79,23.766
0.04,93.765,23.783
-0.01,93.74,23.8
-0.005,93.69999999999999,23.787
0.0,93.66,23.774
0.0,93.43,23.78
0.02,93.41,23.766
0.01,93.36,23.73
-0.05,93.41,23.742
-0.04,93.41,23.759
-0.04,93.74,23.753
-0.08,93.76,23.717
0.07,93.94,23.687
-0.07,93.89,23.657
0.01,94.02,23.628
0.06,94.24,23.622
0.01,94.55,23.605
-0.02,94.58,23.583
-0.02,94.73,23.576
-0.02,95.06,23.567
-0.02,95.06,23.573
-0.02,95.34,23.58
-0.09,95.08,23.567
-0.04,95.36,23.56
-0.03,95.375,23.548000000000002
-0.02,95.39,23.536
0.02,95.46,23.52
0.03,95.77,23.485
-0.03,95.87,23.467
0.02,95.85,23.464
-0.035,96.05,23.457
-0.09,96.25,23.45
-1.99,96.28,23.436
-0.74,96.2,23.425
-0.12,96.28,23.422
-0.06,96.4,23.412
0.07,96.58,23.403
0.05,96.68,23.401
0.11,96.61,23.398
0.07,96.61,23.395
0.06,96.68,23.4
0.05,96.73,23.397
0.01,96.99,23.393
0.04,97.04,23.396
0.05,97.09,23.393
0.02,97.01,23.382
0.03,96.99,23.375
0.03,97.04,23.369
0.0,97.09,23.365
0.02,97.19,23.367
0.03,97.4,23.371
0.03,97.4,23.377
0.01,97.4,23.378
0.02,97.42,23.377
0.04,97.5,23.375
0.015,97.45,23.381999999999998
-0.01,97.4,23.389
0.01,97.4,23.392
-0.01,97.4,23.391
0.01,97.47,23.389
-0.01,97.5,23.382
0.0,97.5,23.372
0.0,97.5,23.363
0.05,97.5,23.354
0.02,97.5,23.35
0.03,97.42,23.346
0.0,97.42,23.351
-0.04,97.42,23.35
0.0,97.5,23.348
-0.01,97.45,23.354
-0.01,97.42,23.355
-0.01,97.5,23.354
0.02,97.29,23.358
0.0,97.4,23.355
0.03,97.42,23.349
0.02,97.23,23.3415
0.01,97.04,23.334
-0.01,97.12,23.321
0.049999999999999996,97.26,23.314500000000002
0.11,97.4,23.308
0.07,97.4,23.3
0.16,97.45,23.301
0.76,97.52,23.269
0.38,97.55,23.266
0.84,97.45,23.258
0.33,97.52,23.256
0.7,97.85,23.254
2.83,97.83,23.247
2.71,97.98,23.243
2.18,97.83,23.239
0.29,97.9,23.239
0.56,97.83,23.242
0.32,97.9,23.237
0.31,97.83,23.235
0.37,97.85,23.233
0.81,97.85,23.231
0.41,97.57,23.229
-0.54,97.9,23.228
0.6,97.8,23.231
0.65,97.42,23.232
0.15,97.04,23.235
0.07,96.99,23.242
0.09,96.99,23.253
0.02,96.63,23.258
0.09,96.61,23.267
0.04,96.2,23.269
0.22,96.63,23.272
0.6,96.33,23.272
0.02,96.28,23.279
0.04,96.02,23.293
0.10500000000000001,96.125,23.295499999999997
0.17,96.23,23.298
0.39,96.23,23.293
0.07,95.87,23.295
0.04,95.67,23.293
0.02,95.82,23.299
0.07,96.18,23.295
-0.01,96.23,23.294
-0.2,96.18,23.296
-0.75,96.18,23.307
-0.01,95.82,23.33
0.28,96.28,23.343
-0.26,96.25,23.344
0.29,96.2,23.349
-0.010000000000000009,96.225,23.3525
-0.31,96.25,23.356
-0.07,96.18,23.346
-0.16,96.2,23.341
0.3,95.85,23.348
-0.1,95.97,23.349
0.11,95.95,23.348
0.23,95.97,23.345
0.07,96.0,23.347
0.0,96.2,23.357
0.16,96.25,23.361
-0.02,96.28,23.353
-0.38,96.38,23.344
0.38,96.23,23.344
0.07,96.2,23.345
0.27,96.23,23.343
0.04,96.2,23.34
0.11,95.97,23.341
0.31,95.85,23.333
0.16,95.835,23.3305
0.01,95.82,23.328
0.02,95.85,23.322
0.02,95.85,23.307
0.01,96.1,23.292
1.27,96.28,23.278
2.23,96.68,23.261
1.61,96.66,23.248
0.12,96.61,23.263
0.05,96.61,23.279
0.02,96.63,23.286
0.02,96.66,23.293
0.04,96.68,23.289
0.02,96.68,23.295
-0.01,96.61,23.297
-0.01,96.58,23.293
-0.01,96.35,23.288
-0.02,96.4,23.282
0.01,96.58,23.279
0.01,96.58,23.283
0.02,96.61,23.281
-0.01,96.68,23.281
-0.01,96.61,23.279
-0.01,96.61,23.28
0.0,96.68,23.276
0.0,96.68,23.28
-0.01,96.86,23.301
0.0,96.99,23.3
-0.02,97.09,23.292
0.0,97.01,23.283
-0.01,97.01,23.273
-0.01,97.01,23.266
0.0,97.09,23.255
0.0,97.12,23.255
0.005,97.065,23.2505
0.01,97.01,23.246
0.01,97.01,23.232
-0.01,97.07,23.221
-0.01,97.13,23.2125
-0.01,97.19,23.204
0.01,97.4,23.199
-0.01,97.4,23.193
0.0,97.45,23.189
0.0,97.5,23.201
0.0,97.5,23.21
0.01,97.5,23.218
0.01,97.5,23.208
0.01,97.5,23.218
-0.01,97.5,23.242
0.02,97.5,23.272
-0.01,97.47,23.286
-0.01,97.42,23.294
0.0,97.42,23.317
0.0,97.42,23.359
-0.01,97.42,23.38
0.01,97.42,23.384
-0.01,97.42,23.394
-0.01,97.43,23.368333333333332
-0.01,97.44,23.342666666666666
-0.01,97.45,23.317
-0.01,97.42,23.25
0.0,97.42,23.301
0.01,97.42,23.332
0.01,97.47,23.337
0.01,97.45,23.312
0.0,97.42,23.299
-0.01,97.42,23.319
0.01,97.47,23.347
-0.01,97.52,23.375
-0.005,97.50999999999999,23.377000000000002
0.0,97.5,23.379
0.01,97.5,23.341
0.01,97.5,23.295
0.02,97.5,23.269
0.01,97.45,23.259
0.01,97.45,23.263
0.0,97.42,23.24
0.02,97.42,23.218
-0.01,97.4,23.193
0.02,97.42,23.17
0.0,97.42,23.149
0.01,97.47,23.147
-0.024999999999999994,97.445,23.1535
-0.06,97.42,23.16
-0.33,97.4,23.149
0.05,97.4,23.12
-0.04,97.4,23.088
-0.08,97.45,23.059
0.06,97.4,23.04
-0.02,97.04,23.025
0.0,96.91,23.03
-0.04,97.01,23.026
-0.02,97.09,23.019
-0.02,96.35,23.016
0.02,96.51,23.017
-0.04,96.94,23.027
0.05,96.25,23.025
0.04,95.87,23.02
0.07,96.05,23.043
0.01,95.69,23.125
0.06,95.46,23.145
-0.01,95.44,23.174
-0.01,95.46,23.214
0.14,95.41,23.262
0.13,95.46,23.295
0.02,95.41,23.32
0.02,95.46,23.329
0.01,95.41,23.369
0.0,95.44,23.433
0.0,95.34,23.465
0.0,95.21,23.521
0.0,95.01,23.614
0.0,94.93,23.667
0.0,94.63,23.713
0.0,94.6,23.716
-0.02,94.5,23.753
-0.14,94.19,23.83
-0.05,94.22,23.816
0.02,93.94,23.85
0.03,93.81,23.886
0.08,93.81,23.962
0.01,93.38,24.02
0.05,93.41,24.097
0.05,93.3,24.136
0.01,93.2,24.196
0.02,93.0,24.245
0.02,92.95,24.364
-0.07,92.59,24.307
0.08,92.26,24.269
0.04,91.76,24.325
-0.02,91.86,24.411
0.04,91.76,24.464
-0.01,91.78,24.351
0.04,91.4,24.348
0.01,91.32,24.433
-0.04,91.37,24.34
0.01,90.97,24.219
0.01,90.84,24.237
0.04,90.71,24.393
0.08,90.54,24.412
0.04,90.23,24.235
0.01,90.31,24.071
0.02,89.82,24.021
0.02,90.33,23.983
-0.04,90.51,23.978
-0.01,90.13,23.96
0.05,90.26,23.984
0.03,90.18,23.981
0.01,90.59,24.021
-0.01,90.64,24.019
-0.02,90.92,24.03
0.0,91.4,24.033
-0.01,91.76,24.05
-0.045000000000000005,92.39500000000001,24.0075
-0.08,93.03,23.965
-0.07,93.36,23.926
-0.02,93.43,23.837
0.04,93.76,23.758
0.04,94.14,23.722
0.01,94.24,23.703
0.005,94.445,23.669
0.0,94.65,23.635
0.01,95.03,23.629
0.05,95.01,23.66
0.05,95.41,23.714
0.01,95.39,23.771
0.015,95.63,23.768
0.02,95.87,23.765
0.0,95.87,23.703
0.0,95.79,23.664
0.0,95.87,23.638
-0.01,96.07,23.642
0.0,96.25,23.669
-0.02,96.23,23.667
0.0,96.23,23.683
-0.02,96.3,23.652
-0.02,96.58,23.596
-0.02,96.66,23.576
-0.02,96.68,23.615
-0.01,96.61,23.63
-0.01,96.68,23.614
0.0,96.99,23.583
0.0,97.09,23.621
-0.02,96.61,23.619
-0.04,96.99,23.613
-0.01,97.04,23.645
0.01,97.07,23.657
0.01,97.12,23.643
0.01,97.4,23.597
0.0,97.4,23.552
-0.02,97.42,23.531
0.01,97.5,23.505
-0.01,97.5,23.535
0.0,97.5,23.55
0.0,97.42,23.548
-0.01,97.45,23.513
-0.01,97.475,23.4985
-0.01,97.5,23.484
-0.01,97.55,23.586
0.01,97.8,23.6
0.01,97.8,23.575
0.01,97.8,23.531
0.01,97.9,23.493
0.0,97.93,23.486
0.0,97.83,23.537
-0.01,97.83,23.535
-0.01,97.9,23.505
-0.01,97.93,23.46
-0.015,97.915,23.463
-0.02,97.9,23.466
-0.02,97.93,23.469
0.0,97.93,23.472
0.01,97.9,23.454
0.015,97.875,23.439
0.02,97.85,23.424
0.02,97.88,23.407
0.02,97.93,23.383
0.04,97.83,23.342
0.02,97.8,23.35
0.015,97.8,23.366
0.01,97.8,23.382
0.0,97.78,23.348
0.01,97.7,23.347
-0.02,97.75,23.338
-0.31,97.75,23.33
0.01,97.78,23.293
0.05,97.8,23.282
-0.14,97.8,23.259
0.1,97.5,23.234
-0.01,97.45,23.242
0.02,97.52,23.224
-0.02,97.19,23.282
0.03,97.04,23.352
-0.01,96.2,23.382
-0.05,96.18,23.414
-0.1,95.85,23.447
-0.08,95.87,23.466
-0.02,95.79,23.461
0.04,95.46,23.472
0.035,95.435,23.479
0.03,95.41,23.486
0.04,95.46,23.519
-0.01,95.46,23.547
-0.01,95.41,23.565
0.0,95.36,23.579
0.02,95.19,23.619
0.01,95.16,23.669
0.07,94.98,23.702
0.15,95.01,23.719
0.03,94.93,23.738
0.025,94.78,23.775
0.02,94.63,23.812
0.02,94.52,23.83
0.05,94.24,23.817
-0.01,94.19,23.791
-0.01,94.28,23.783
-0.01,94.37,23.775
-0.02,94.47,23.775
-0.02,94.4,23.792
0.01,94.22,23.901
-0.14,94.22,23.939
-0.04,94.07,23.943
-0.02,93.79,23.99
0.01,93.81,24.012
-0.01,93.81,24.03
0.02,93.43,24.059
-0.06,93.33,24.068
0.07,93.05,24.061
0.0,92.92,24.107
0.02,92.755,24.1325
0.04,92.59,24.158
-0.01,92.44,24.153
-0.05,92.26,24.153
-0.01,92.16,24.148
0.02,92.11,24.199
-0.05,91.76,24.149
0.01,91.76,24.15
0.02,91.76,24.168
-0.03,91.73,24.151
-0.03,91.4,24.112
0.06,91.32,24.126
-0.02,91.53,24.138
0.08,91.32,24.129
0.01,91.32,24.083
-0.02,91.37,24.047
-0.01,91.36,24.045
0.0,91.35,24.043
-0.01,91.335,24.0255
-0.02,91.32,24.008
-0.05,91.27,24.015
-0.02,91.17,24.001
0.0,91.37,23.972
-0.05,91.5,23.9555
-0.1,91.63,23.939
-0.13,91.76,23.961
0.0,92.43,24.129
-0.01,94.92,24.101
-0.01,93.09,24.065
-0.01,93.47,24.081
0.02,93.14,24.069
-0.01,93.44,24.047
-0.02,93.99,24.028
0.01,94.53,24.012
-0.01,93.8,23.998
-0.01,93.17,23.974
0.0,92.27,23.97
0.01,93.22,23.969
-0.01,93.28,23.958
-0.01,93.58,23.95
0.01,93.63,23.947
-0.02,93.33,23.941
0.01,93.58,23.93
-0.01,94.23,23.922
0.0,93.42,23.913
0.0,93.44,23.893
0.01,93.2,23.867
0.01,92.92,23.866
0.0,92.98,23.846
-0.01,93.47,23.844
0.0,93.96,23.828
0.0,94.51,23.813
0.01,95.0,23.812
-0.01,95.54,23.804
-0.01,96.06,23.81
0.02,96.39,23.801
-0.01,96.74,23.794
0.0,97.04,23.783
-0.01,97.1,23.781
-0.01,97.34,23.782
-0.01,97.53,23.7735
-0.01,97.72,23.765
0.0,97.97,23.762
0.01,98.16,23.757
0.01,98.22,23.746
-0.01,98.43,23.74
0.0,98.54,23.739
-0.01,98.57,23.739
-0.01,98.63999999999999,23.7435
-0.01,98.71,23.748
0.01,98.76,23.742
0.005,98.58500000000001,23.740000000000002
0.0,98.41,23.738
0.01,98.76,23.729
0.01,98.95,23.725
0.0,99.14,23.718
-0.01,99.28,23.715
0.01,99.42,23.723
0.01,99.44,23.721
0.0,99.58,23.726
0.0,99.5,23.728
0.0,99.12,23.732
0.0,98.9,23.728
0.0,99.01,23.734
0.01,98.79,23.733
0.0,98.95,23.728
-0.01,98.71,23.722
-0.01,98.92,23.722
0.01,99.2,23.722
-0.02,99.36,23.716
0.02,99.42,23.711
-0.01,99.2,23.711
0.0,98.98,23.7
0.01,98.62,23.696
0.01,97.83,23.693
0.01,97.72,23.688
0.019999999999999997,97.6,23.682
0.03,97.48,23.676
0.02,96.63,23.68
0.02,96.61,23.685
0.05,95.84,23.682
0.01,95.49,23.68
0.02,95.6,23.686
0.01,95.71,23.685
0.01,95.6,23.696
0.01,95.65,23.7
0.0,95.62,23.703
0.02,95.65,23.715
-0.02,95.65,23.725
0.02,96.03,23.742
0.01,96.06,23.765
0.01,96.12,23.764
-0.01,95.9,23.765
-0.01,96.09,23.795
-0.01,96.28,23.798
0.01,96.22,23.823
0.0,96.17,23.837
0.0,96.5,23.882
0.0,96.77,23.877
-0.01,97.15,23.894
-0.01,97.32,23.919
-0.01,97.37,23.949
-0.01,97.29,23.969
0.0,97.21,23.987
-0.01,97.15,23.974
0.01,97.26,24.069
-0.01,97.34,24.08
-0.02,97.15,24.078
-0.015,97.18,24.1435
-0.01,97.21,24.209
0.0,96.96,24.178
0.01,97.15,24.232
-0.01,97.15,24.204
0.0,97.02,24.231
0.01,96.91,24.273
0.01,96.82,24.287
0.0,96.55,24.217
0.0,96.47,24.2325
0.0,96.39,24.248
0.01,96.09,24.281
0.0,96.47,24.304
-0.02,96.31,24.294
-0.01,96.28,24.313
0.01,96.31,24.394
-0.02,96.58,24.379
-0.01,96.63,24.381
0.0,96.52,24.309
0.01,96.55,24.384
0.0,96.58,24.308
0.0,96.33,24.381
0.01,96.28,24.502
-0.01,96.39,24.426
-0.01,96.36,24.379
0.02,96.17,24.391
-0.01,95.92,24.309
-0.01,96.03,24.324
-0.01,96.06,24.251
-0.01,96.03,24.256
-0.01,95.62,24.252
-0.01,95.62,24.216
-0.01,95.38,24.189
-0.01,96.09,24.165
0.0,96.47,24.106
-0.02,96.5,24.059
-0.01,96.36,24.062
-0.01,96.2,24.055
-0.01,96.44,24.03
0.0,96.66,24.016
-0.02,96.74,24.062
0.01,97.04,24.043
-0.02,97.37,24.032
0.01,97.75,23.999
0.01,98.16,24.049
-0.01,98.27,24.05
-0.01,98.11,24.051
0.01,98.0,24.019
0.0,98.19,24.0
0.0,98.24,23.997
0.01,98.0,23.987
0.01,97.81,23.988
-0.01,97.81,23.987
0.01,97.64,23.99
0.0,97.7,23.99
-0.01,98.0,23.961
0.0,98.32,24.014
0.01,98.46,24.023
0.0,98.54,24.047
0.0,98.49,24.007
0.01,98.73,23.975
0.0,98.98,23.969
0.01,99.22,23.982
0.01,99.12,23.967
-0.01,99.25,23.945
0.01,99.5,23.964
0.0,99.53999999999999,23.9765
-0.01,99.58,23.989
0.01,99.72,24.02
0.01,99.74,24.045
0.0,99.74,24.019
-0.01,99.85,23.991
0.01,99.96,23.992
0.01,99.88,24.046
0.0,99.93,24.043
0.0,100.04,23.984
0.01,100.15,24.022
0.01,100.29,24.099
0.0,100.42,24.1
0.01,100.64,24.055
0.0,100.78,24.025
0.0,100.89,23.987
-0.01,101.05,23.967
0.0,101.13,23.964
0.01,101.11,23.97
0.0,101.02,23.998
0.01,101.08,24.003
0.01,101.13,23.979
0.0,101.22,23.952
0.01,101.27,23.947
-0.01,101.27,23.934
0.01,101.32,23.914
0.0,101.0,23.895
0.02,101.08,23.894
0.0,101.35,23.905
0.0,101.54,23.909
0.03,101.68,23.908
0.0,101.62,23.911
-0.01,101.6,23.897
0.0,101.49,23.933
0.02,100.67,23.945
0.0,100.42,23.968
0.01,100.4,23.99
0.01,100.42,24.014
0.01,100.29,24.012
0.0,99.85,24.0
0.01,99.82,24.0
0.0,99.03,23.988
-0.04,97.51,23.989
0.0,97.42,23.978
0.0,98.02,23.967
0.02,98.3,23.95
0.02,97.92,23.946
0.02,97.78,23.94
0.02,98.32,23.937
0.01,98.79,23.96
0.01,98.68,23.977
0.01,98.76,24.0
0.015,99.13,24.011499999999998
0.02,99.5,24.023
0.01,96.58,24.026
-0.02,94.86,24.058
-0.005000000000000001,94.97,24.072
0.01,95.08,24.086
0.01,96.09,24.105
0.03,96.85,24.135
0.01,97.48,24.183
0.02,97.97,24.229
-0.01,96.85,24.269
-0.01,94.29,24.302
-0.01,94.78,24.246
0.0,95.0,24.281
-0.01,95.46,24.292
0.0,96.03,24.327
0.0,96.28,24.34
-0.01,96.77,24.449
0.01,96.93,24.494
-0.01,96.47,24.513
-0.01,96.225,24.548000000000002
-0.01,95.98,24.583
-0.02,94.92,24.622
-0.02,94.34,24.678
-0.02,94.45,24.668
0.0,95.22,24.564
-0.01,95.62,24.584
0.01,95.46,24.65
-0.01,94.42,24.707
0.04,95.16,24.737
0.0,95.35,24.704
-0.02,95.32,24.681
-0.01,93.82,24.634
0.0,94.7,24.619
0.0,95.73,24.577
-0.01,95.3,24.554
0.01,95.95,24.548
0.01,95.95,24.556
-0.01,95.46,24.568
0.0,94.29,24.584
0.02,93.99,24.631
0.01,94.75,24.637
0.02,94.78,24.65
-0.01,94.59,24.643
0.03,94.23,24.591
0.01,94.56,24.625
-0.01,95.05,24.62
0.02,94.97,24.636
